,angleToGoal,distanceToGoal,h_a,lastAction,minute,shotType,situation
165,0.0882299475001346,0.0634593076346236,0.0358144785950916,-0.2089503125795643,-0.0047445520617067,-0.1573470143763803,0.0056229984153494
166,-0.0018650406014402,0.021051060136446,0.0016187716134612,-0.0885986470073853,-0.0053912636056022,-0.1250310174274616,0.0203009900195302
167,-0.0347232564308602,-0.0222684002574555,0.0234464633294659,-0.1076526250809958,-0.0076662242520593,-0.035237643722976,0.006186539542429
168,0.0422464758890964,-0.0992381325774122,0.0234464633294659,-0.1076526250809958,-0.0076662242520593,-0.035237643722976,0.006186539542429
169,0.0327713955531412,-0.1162500905548532,0.0004167720302984,-0.0433498112604195,0.0140285024626388,-0.0811399519761845,0.0156080368729266
170,-0.004768963940605,-0.0205575601438855,-0.0035534709737486,-0.0665805946258958,-0.0053912636056022,-0.0815057298694315,0.0044424362867169
171,0.0013875677130269,-0.0345990132428213,-0.014223481397913,-0.1030708673329119,-0.0081572407053411,-0.0239955387805403,0.0047434268740489
172,-0.0130866068922393,-0.000502474647603,0.0234464633294659,-0.1165760465279623,-0.0081572407053411,-0.0662969964350065,0.0032577550062344
173,-0.0033348863202518,-0.0328907981437608,-0.0039192488669957,-0.0641987888282847,0.0007747633239973,-0.0811399519761845,0.0067937639390284
174,0.082179864046486,-0.1292475592292793,0.0234464633294659,-0.0461164423714726,-0.0081572407053411,-0.1093224585780556,0.0093022266357448
175,0.1108931910839101,0.021051060136446,-0.009539129541596,-0.0885986470073853,-0.0053912636056022,-0.2386164887285062,0.0322861307902817
176,0.0417563547930362,-0.0790469975071079,0.0009803676127044,-0.0565848347208164,-0.0053912636056022,-0.0811399519761845,0.0015111785315183
177,0.0882299475001346,0.0670481539926843,-0.0062098474391266,-0.1276272079618056,-0.0249532475502781,-0.18002594382941,0.0056229984153494
178,0.0782870410916412,0.0536572101287148,0.0022419124879977,-0.0885986470073853,-0.0053912636056022,-0.2319736435830126,0.0138622436151943
179,-0.0054376469285524,0.0443676701447257,0.0234464633294659,-0.1076526250809958,-0.0076662242520593,-0.14607613616894,0.021103352083904
